SampleID,FGA,TPO,D1S1609,D2S441,D8S1108,D21S2052,D18S51,Population
AKU_3,"10.0,16.1",NA,NA,NA,NA,NA,"13.0,12.0",Akuthota
AKU_4,"17.2,16.1",NA,NA,NA,NA,NA,"14.2,10.2",Akuthota
AKU_5,"17.2,20.4",NA,NA,NA,NA,NA,"10.0,10.2",Akuthota
AKU_6,"19.2,16.1",NA,NA,NA,NA,NA,"13.0,13.0",Akuthota
AKU_7,"18.2,14.3",NA,NA,NA,NA,NA,"10.2,13.2",Akuthota
AKU_8,"18.0,17.0",NA,NA,NA,NA,NA,"11.0,13.0",Akuthota
AKU_9,"17.2,19.2",NA,NA,NA,NA,NA,"13.2,15.0",Akuthota
AKU_10,"19.2,17.2",NA,NA,NA,NA,NA,"14.2,12.0",Akuthota
ARG_1,"14.3,14.0",NA,NA,NA,NA,NA,"11.0,10.2",Argon
ARG_2,"14.3,15.0",NA,NA,NA,NA,NA,"10.2,10.2",Argon
ARG_3,"14.0,13.0",NA,NA,NA,NA,NA,"10.0,11.0",Argon
ARG_4,"13.0,16.0",NA,NA,NA,NA,NA,"10.2,13.0",Argon
ARG_5,"16.0,13.0",NA,NA,NA,NA,NA,"10.2,10.0",Argon
ARG_6,"14.0,16.0",NA,NA,NA,NA,NA,"11.2,10.2",Argon
ARG_7,"14.0,13.0",NA,NA,NA,NA,NA,"11.2,13.0",Argon
ARG_8,"15.0,16.2",NA,NA,NA,NA,NA,"10.2,11.0",Argon
ARG_9,"16.2,13.0",NA,NA,NA,NA,NA,"10.2,11.2",Argon
ARG_10,"13.0,16.0",NA,NA,NA,NA,NA,"10.0,10.0",Argon
BAL_1,"19.0,14.3",NA,NA,NA,NA,NA,"13.0,12.0",Balija
BAL_2,"19.2,20.0",NA,NA,NA,NA,NA,"12.0,12.0",Balija
BAL_3,"20.2,18.2",NA,NA,NA,NA,NA,"12.0,13.0",Balija
BAL_4,"16.1,18.2",NA,NA,NA,NA,NA,"12.0,13.0",Balija
BAL_5,"13.0,20.0",NA,NA,NA,NA,NA,"14.2,15.2",Balija
BAL_6,"14.0,20.0",NA,NA,NA,NA,NA,"12.2,11.0",Balija
BAL_7,"16.1,19.0",NA,NA,NA,NA,NA,"12.0,12.0",Balija
BAL_8,"20.4,19.0",NA,NA,NA,NA,NA,"13.2,14.2",Balija
BAL_9,"19.0,16.1",NA,NA,NA,NA,NA,"12.0,12.0",Balija
BAL_10,"16.1,15.0",NA,NA,NA,NA,NA,"13.2,13.2",Balija
BAL_1,"16.0,17.0",NA,NA,NA,NA,NA,"13.2,11.2",Balti
BAL_2,"16.1,16.1",NA,NA,NA,NA,NA,"10.2,14.0",Balti
BAL_3,"10.0,18.0",NA,NA,NA,NA,NA,"14.0,10.2",Balti
BAL_4,"16.1,17.0",NA,NA,NA,NA,NA,"13.2,11.0",Balti
BAL_5,"16.1,15.0",NA,NA,NA,NA,NA,"13.0,10.2",Balti
BAL_6,"16.0,16.0",NA,NA,NA,NA,NA,"13.2,13.0",Balti
BAL_7,"17.0,15.0",NA,NA,NA,NA,NA,"14.0,12.2",Balti
BAL_8,"10.0,16.1",NA,NA,NA,NA,NA,"11.0,10.2",Balti
BAL_9,"16.1,15.0",NA,NA,NA,NA,NA,"12.0,13.0",Balti
BAL_10,"16.0,15.0",NA,NA,NA,NA,NA,"14.0,12.2",Balti
BAN_1,"16.2,17.2",NA,NA,NA,NA,NA,"12.0,11.2",Bangladeshi
BAN_2,"15.0,13.0",NA,NA,NA,NA,NA,"11.2,12.2",Bangladeshi
BAN_3,"15.0,16.1",NA,NA,NA,NA,NA,"11.0,14.0",Bangladeshi
BAN_4,"16.0,15.0",NA,NA,NA,NA,NA,"14.0,11.0",Bangladeshi
BAN_5,"16.2,15.0",NA,NA,NA,NA,NA,"13.0,11.2",Bangladeshi
BAN_6,"14.0,15.0",NA,NA,NA,NA,NA,"11.2,11.2",Bangladeshi
BAN_7,"10.0,10.0",NA,NA,NA,NA,NA,"11.0,13.2",Bangladeshi
BAN_8,"16.1,14.3",NA,NA,NA,NA,NA,"13.0,11.2",Bangladeshi
BAN_9,"14.3,16.2",NA,NA,NA,NA,NA,"11.0,11.2",Bangladeshi
BAN_10,"17.2,16.1",NA,NA,NA,NA,NA,"12.0,11.2",Bangladeshi
BAU_1,"16.2,14.0",NA,NA,NA,NA,NA,"12.0,11.0",Bauri
BAU_2,"15.0,17.2",NA,NA,NA,NA,NA,"11.2,12.0",Bauri
BAU_3,"15.0,17.2",NA,NA,NA,NA,NA,"13.0,13.0",Bauri
BAU_4,"14.0,16.2",NA,NA,NA,NA,NA,"14.0,15.0",Bauri
BAU_5,"13.0,16.1",NA,NA,NA,NA,NA,"13.0,12.0",Bauri
BAU_6,"18.0,18.0",NA,NA,NA,NA,NA,"15.2,11.2",Bauri
BAU_7,"17.2,15.0",NA,NA,NA,NA,NA,"13.2,14.2",Bauri
BAU_8,"17.0,17.2",NA,NA,NA,NA,NA,"12.0,12.2",Bauri
BAU_9,"14.0,17.2",NA,NA,NA,NA,NA,"11.0,12.0",Bauri
BAU_10,"17.2,16.2",NA,NA,NA,NA,NA,"13.0,15.0",Bauri
BHU_1,"14.3,15.0",NA,NA,NA,NA,NA,"11.0,10.2",Bhumihar
BHU_2,"14.0,14.3",NA,NA,NA,NA,NA,"11.0,10.2",Bhumihar
BHU_3,"15.0,14.3",NA,NA,NA,NA,NA,"11.0,13.2",Bhumihar
BHU_4,"14.3,13.0",NA,NA,NA,NA,NA,"11.2,10.0",Bhumihar
BHU_5,"15.0,16.0",NA,NA,NA,NA,NA,"11.2,10.2",Bhumihar
BHU_6,"14.3,14.3",NA,NA,NA,NA,NA,"11.2,11.2",Bhumihar
BHU_7,"14.0,15.0",NA,NA,NA,NA,NA,"10.2,14.0",Bhumihar
BHU_8,"16.2,16.1",NA,NA,NA,NA,NA,"10.2,11.2",Bhumihar
BHU_9,"13.0,14.3",NA,NA,NA,NA,NA,"13.0,14.0",Bhumihar
BHU_10,"10.0,14.3",NA,NA,NA,NA,NA,"12.2,12.2",Bhumihar
BRA_1,"17.2,20.2",NA,NA,NA,NA,NA,"15.0,10.2",Brahmin
BRA_2,"14.3,15.0",NA,NA,NA,NA,NA,"12.0,15.2",Brahmin
BRA_3,"15.0,14.0",NA,NA,NA,NA,NA,"13.2,12.2",Brahmin
BRA_4,"16.2,14.3",NA,NA,NA,NA,NA,"13.2,10.2",Brahmin
BRA_5,"13.0,17.0",NA,NA,NA,NA,NA,"12.0,11.2",Brahmin
BRA_6,"18.0,14.0",NA,NA,NA,NA,NA,"12.0,11.2",Brahmin
BRA_7,"16.0,13.0",NA,NA,NA,NA,NA,"11.2,12.2",Brahmin
BRA_8,"17.2,13.0",NA,NA,NA,NA,NA,"14.2,10.2",Brahmin
BRA_9,"17.2,16.0",NA,NA,NA,NA,NA,"11.2,10.2",Brahmin
BRA_10,"18.2,17.2",NA,NA,NA,NA,NA,"12.2,13.0",Brahmin
CHA_1,"14.0,17.0",NA,NA,NA,NA,NA,"11.2,12.2",Chakali
CHA_2,"10.0,14.0",NA,NA,NA,NA,NA,"11.2,14.0",Chakali
CHA_3,"18.0,15.0",NA,NA,NA,NA,NA,"12.2,14.0",Chakali
CHA_4,"17.2,14.3",NA,NA,NA,NA,NA,"12.2,12.2",Chakali
CHA_5,"14.0,18.0",NA,NA,NA,NA,NA,"13.2,14.0",Chakali
CHA_6,"16.1,18.0",NA,NA,NA,NA,NA,"11.2,10.2",Chakali
CHA_7,"16.2,13.0",NA,NA,NA,NA,NA,"11.2,12.2",Chakali
CHA_8,"18.0,16.2",NA,NA,NA,NA,NA,"11.2,12.2",Chakali
CHA_9,"10.0,16.1",NA,NA,NA,NA,NA,"13.2,14.0",Chakali
CHA_10,"16.1,15.0",NA,NA,NA,NA,NA,"13.0,15.0",Chakali
CHA_1,"14.0,13.0",NA,NA,NA,NA,NA,"11.2,15.0",Chamar
CHA_2,"17.2,16.2",NA,NA,NA,NA,NA,"12.2,12.2",Chamar
CHA_3,"17.2,18.0",NA,NA,NA,NA,NA,"12.0,12.0",Chamar
CHA_4,"18.0,16.2",NA,NA,NA,NA,NA,"12.2,14.0",Chamar
CHA_5,"16.1,15.0",NA,NA,NA,NA,NA,"12.0,13.2",Chamar
CHA_6,"16.2,18.0",NA,NA,NA,NA,NA,"11.2,12.2",Chamar
CHA_7,"15.0,14.0",NA,NA,NA,NA,NA,"12.2,12.0",Chamar
CHA_8,"17.0,16.2",NA,NA,NA,NA,NA,"12.2,10.0",Chamar
CHA_9,"17.2,16.2",NA,NA,NA,NA,NA,"13.2,14.2",Chamar
CHA_10,"14.0,16.1",NA,NA,NA,NA,NA,"13.2,13.2",Chamar
DHA_1,"17.0,16.2",NA,NA,NA,NA,NA,"12.2,13.0",Dhangars
DHA_2,"15.0,16.2",NA,NA,NA,NA,NA,"13.0,13.0",Dhangars
DHA_3,"20.4,19.2",NA,NA,NA,NA,NA,"13.0,15.0",Dhangars
DHA_4,"19.2,18.2",NA,NA,NA,NA,NA,"13.0,12.2",Dhangars
DHA_5,"19.2,16.2",NA,NA,NA,NA,NA,"16.2,12.2",Dhangars
DHA_6,"21.1,19.2",NA,NA,NA,NA,NA,"12.2,11.2",Dhangars
DHA_7,"20.2,19.2",NA,NA,NA,NA,NA,"12.2,11.0",Dhangars
DHA_8,"18.2,18.0",NA,NA,NA,NA,NA,"13.2,12.2",Dhangars
DHA_9,"19.2,19.2",NA,NA,NA,NA,NA,"12.2,15.0",Dhangars
DHA_10,"20.4,21.0",NA,NA,NA,NA,NA,"15.0,13.0",Dhangars
DUD_1,"19.2,16.2",NA,NA,NA,NA,NA,"16.2,13.0",Dudekula
DUD_2,"14.3,19.0",NA,NA,NA,NA,NA,"12.0,11.0",Dudekula
DUD_3,"19.0,14.3",NA,NA,NA,NA,NA,"12.2,13.2",Dudekula
DUD_4,"19.0,16.2",NA,NA,NA,NA,NA,"15.0,11.0",Dudekula
DUD_5,"17.2,17.2",NA,NA,NA,NA,NA,"11.2,11.0",Dudekula
DUD_6,"16.2,16.2",NA,NA,NA,NA,NA,"13.0,14.0",Dudekula
DUD_7,"14.3,19.0",NA,NA,NA,NA,NA,"11.0,12.0",Dudekula
DUD_8,"16.0,19.0",NA,NA,NA,NA,NA,"12.0,11.0",Dudekula
DUD_9,"15.0,19.0",NA,NA,NA,NA,NA,"12.0,13.0",Dudekula
DUD_10,"16.0,17.2",NA,NA,NA,NA,NA,"11.0,11.0",Dudekula
EDI_1,"17.0,17.0",NA,NA,NA,NA,NA,"14.0,11.0",Ediga
EDI_2,"14.0,16.2",NA,NA,NA,NA,NA,"12.0,12.0",Ediga
EDI_3,"16.1,17.0",NA,NA,NA,NA,NA,"12.2,13.0",Ediga
EDI_4,"14.3,19.0",NA,NA,NA,NA,NA,"12.2,12.0",Ediga
EDI_5,"10.0,16.0",NA,NA,NA,NA,NA,"13.2,11.2",Ediga
EDI_6,"16.1,16.0",NA,NA,NA,NA,NA,"13.2,13.2",Ediga
EDI_7,"16.2,19.0",NA,NA,NA,NA,NA,"12.2,14.0",Ediga
EDI_8,"17.0,17.2",NA,NA,NA,NA,NA,"10.2,12.0",Ediga
EDI_9,"17.0,16.0",NA,NA,NA,NA,NA,"11.2,11.0",Ediga
EDI_10,"16.1,17.0",NA,NA,NA,NA,NA,"13.2,12.2",Ediga
EKI_1,"10.0,16.2",NA,NA,NA,NA,NA,"14.0,13.2",Ekila
EKI_2,"14.3,14.3",NA,NA,NA,NA,NA,"12.2,11.2",Ekila
EKI_3,"17.2,15.0",NA,NA,NA,NA,NA,"14.0,14.0",Ekila
EKI_4,"15.0,17.2",NA,NA,NA,NA,NA,"11.2,14.0",Ekila
EKI_5,"14.3,16.0",NA,NA,NA,NA,NA,"10.2,12.2",Ekila
EKI_6,"16.1,16.1",NA,NA,NA,NA,NA,"12.2,14.0",Ekila
EKI_7,"16.0,16.1",NA,NA,NA,NA,NA,"10.2,14.2",Ekila
EKI_8,"13.0,13.0",NA,NA,NA,NA,NA,"14.0,11.0",Ekila
EKI_9,"17.2,16.1",NA,NA,NA,NA,NA,"13.0,10.0",Ekila
EKI_10,"14.3,16.1",NA,NA,NA,NA,NA,"13.2,14.0",Ekila
GAN_1,"14.3,17.0",NA,NA,NA,NA,NA,"12.2,10.2",Gandla
GAN_2,"16.0,16.2",NA,NA,NA,NA,NA,"11.0,12.0",Gandla
GAN_3,"14.0,13.0",NA,NA,NA,NA,NA,"11.0,12.0",Gandla
GAN_4,"14.0,16.1",NA,NA,NA,NA,NA,"12.2,11.0",Gandla
GAN_5,"15.0,14.3",NA,NA,NA,NA,NA,"13.2,11.0",Gandla
GAN_6,"14.3,16.1",NA,NA,NA,NA,NA,"11.0,12.0",Gandla
GAN_7,"14.3,15.0",NA,NA,NA,NA,NA,"12.0,12.0",Gandla
GAN_8,"16.0,17.0",NA,NA,NA,NA,NA,"12.0,11.0",Gandla
GAN_9,"16.2,13.0",NA,NA,NA,NA,NA,"13.2,10.2",Gandla
GAN_10,"14.3,15.0",NA,NA,NA,NA,NA,"11.0,12.0",Gandla
GON_1,"16.2,16.1",NA,NA,NA,NA,NA,"10.2,13.0",Gond
GON_2,"19.0,17.2",NA,NA,NA,NA,NA,"11.0,10.2",Gond
GON_3,"10.0,16.2",NA,NA,NA,NA,NA,"10.2,11.0",Gond
GON_4,"10.0,13.0",NA,NA,NA,NA,NA,"12.2,14.0",Gond
GON_5,"19.2,16.1",NA,NA,NA,NA,NA,"13.0,12.0",Gond
GON_6,"14.0,16.1",NA,NA,NA,NA,NA,"11.2,11.2",Gond
GON_7,"16.1,16.1",NA,NA,NA,NA,NA,"12.0,12.0",Gond
GON_8,"15.0,16.2",NA,NA,NA,NA,NA,"11.2,13.0",Gond
GON_9,"18.2,16.1",NA,NA,NA,NA,NA,"11.2,10.0",Gond
GON_10,"16.0,17.0",NA,NA,NA,NA,NA,"11.2,11.0",Gond
GOP_1,"17.0,16.0",NA,NA,NA,NA,NA,"12.0,13.0",Gope
GOP_2,"17.2,17.0",NA,NA,NA,NA,NA,"11.0,11.2",Gope
GOP_3,"16.2,16.2",NA,NA,NA,NA,NA,"12.2,12.0",Gope
GOP_4,"16.2,14.0",NA,NA,NA,NA,NA,"11.0,11.0",Gope
GOP_5,"13.0,14.3",NA,NA,NA,NA,NA,"12.2,13.0",Gope
GOP_6,"17.0,10.0",NA,NA,NA,NA,NA,"11.0,11.2",Gope
GOP_7,"16.0,13.0",NA,NA,NA,NA,NA,"11.2,13.0",Gope
GOP_8,"16.1,13.0",NA,NA,NA,NA,NA,"12.0,12.2",Gope
GOP_9,"17.0,10.0",NA,NA,NA,NA,NA,"11.2,15.2",Gope
GOP_10,"16.2,17.0",NA,NA,NA,NA,NA,"12.2,11.2",Gope
JAN_1,"13.0,13.0",NA,NA,NA,NA,NA,"13.2,11.2",Jangam
JAN_2,"14.3,17.0",NA,NA,NA,NA,NA,"11.2,13.2",Jangam
JAN_3,"13.0,14.3",NA,NA,NA,NA,NA,"12.2,14.0",Jangam
JAN_4,"13.0,14.3",NA,NA,NA,NA,NA,"12.2,10.0",Jangam
JAN_5,"17.0,16.0",NA,NA,NA,NA,NA,"11.2,11.0",Jangam
JAN_6,"14.3,15.0",NA,NA,NA,NA,NA,"14.0,11.2",Jangam
JAN_7,"13.0,17.2",NA,NA,NA,NA,NA,"10.0,10.0",Jangam
JAN_8,"13.0,14.3",NA,NA,NA,NA,NA,"13.2,10.2",Jangam
JAN_9,"14.0,14.3",NA,NA,NA,NA,NA,"13.2,14.0",Jangam
JAN_10,"10.0,13.0",NA,NA,NA,NA,NA,"11.2,13.2",Jangam
JAT_1,"19.0,14.3",NA,NA,NA,NA,NA,"11.2,11.2",Jats
JAT_2,"18.0,10.0",NA,NA,NA,NA,NA,"12.0,10.2",Jats
JAT_3,"16.1,16.1",NA,NA,NA,NA,NA,"14.0,12.0",Jats
JAT_4,"18.0,13.0",NA,NA,NA,NA,NA,"12.0,11.0",Jats
JAT_5,"14.0,18.0",NA,NA,NA,NA,NA,"11.0,14.0",Jats
JAT_6,"18.0,17.0",NA,NA,NA,NA,NA,"13.0,12.0",Jats
JAT_7,"20.0,16.0",NA,NA,NA,NA,NA,"10.2,11.0",Jats
JAT_8,"16.1,16.1",NA,NA,NA,NA,NA,"12.0,12.2",Jats
JAT_9,"14.0,18.0",NA,NA,NA,NA,NA,"11.0,11.0",Jats
JAT_10,"14.3,20.0",NA,NA,NA,NA,NA,"14.0,11.2",Jats
KAM_1,"14.3,16.2",NA,NA,NA,NA,NA,"13.2,10.2",Kamma
KAM_2,"14.3,16.0",NA,NA,NA,NA,NA,"12.0,11.0",Kamma
KAM_3,"15.0,16.0",NA,NA,NA,NA,NA,"12.0,14.0",Kamma
KAM_4,"18.2,14.3",NA,NA,NA,NA,NA,"12.2,10.2",Kamma
KAM_5,"18.0,16.0",NA,NA,NA,NA,NA,"14.2,14.0",Kamma
KAM_6,"15.0,16.0",NA,NA,NA,NA,NA,"13.0,12.0",Kamma
KAM_7,"17.2,18.2",NA,NA,NA,NA,NA,"10.0,10.2",Kamma
KAM_8,"17.0,14.0",NA,NA,NA,NA,NA,"13.2,12.2",Kamma
KAM_9,"15.0,18.0",NA,NA,NA,NA,NA,"13.0,10.2",Kamma
KAM_10,"18.2,16.0",NA,NA,NA,NA,NA,"12.2,12.0",Kamma
KAP_1,"16.1,15.0",NA,NA,NA,NA,NA,"12.2,12.2",Kapu
KAP_2,"17.0,16.1",NA,NA,NA,NA,NA,"12.0,13.2",Kapu
KAP_3,"20.0,16.1",NA,NA,NA,NA,NA,"15.0,11.2",Kapu
KAP_4,"14.0,16.2",NA,NA,NA,NA,NA,"11.2,10.0",Kapu
KAP_5,"16.0,14.3",NA,NA,NA,NA,NA,"12.2,11.0",Kapu
KAP_6,"17.0,13.0",NA,NA,NA,NA,NA,"14.0,12.2",Kapu
KAP_7,"16.2,13.0",NA,NA,NA,NA,NA,"14.0,11.0",Kapu
KAP_8,"18.0,16.0",NA,NA,NA,NA,NA,"13.0,15.0",Kapu
KAP_9,"18.0,17.2",NA,NA,NA,NA,NA,"12.2,13.2",Kapu
KAP_10,"18.0,18.0",NA,NA,NA,NA,NA,"12.2,11.0",Kapu
KAR_1,"17.0,16.2",NA,NA,NA,NA,NA,"13.0,14.0",Karnataka
KAR_2,"14.0,15.0",NA,NA,NA,NA,NA,"12.2,15.2",Karnataka
KAR_3,"15.0,15.0",NA,NA,NA,NA,NA,"12.2,11.0",Karnataka
KAR_4,"15.0,16.1",NA,NA,NA,NA,NA,"12.0,11.0",Karnataka
KAR_5,"14.0,14.3",NA,NA,NA,NA,NA,"12.0,12.2",Karnataka
KAR_6,"16.1,17.0",NA,NA,NA,NA,NA,"13.2,14.0",Karnataka
KAR_7,"14.0,16.0",NA,NA,NA,NA,NA,"11.0,12.2",Karnataka
KAR_8,"15.0,10.0",NA,NA,NA,NA,NA,"13.0,11.2",Karnataka
KAR_9,"13.0,16.1",NA,NA,NA,NA,NA,"11.0,15.2",Karnataka
KAR_10,"13.0,13.0",NA,NA,NA,NA,NA,"15.2,12.2",Karnataka
KAY_1,"13.0,16.1",NA,NA,NA,NA,NA,"12.0,11.2",Kayastha
KAY_2,"18.0,13.0",NA,NA,NA,NA,NA,"12.0,12.0",Kayastha
KAY_3,"17.0,17.0",NA,NA,NA,NA,NA,"11.2,11.0",Kayastha
KAY_4,"16.1,17.0",NA,NA,NA,NA,NA,"13.0,12.0",Kayastha
KAY_5,"10.0,18.0",NA,NA,NA,NA,NA,"13.2,12.0",Kayastha
KAY_6,"16.1,10.0",NA,NA,NA,NA,NA,"12.2,11.0",Kayastha
KAY_7,"19.0,16.1",NA,NA,NA,NA,NA,"13.0,11.0",Kayastha
KAY_8,"14.3,16.0",NA,NA,NA,NA,NA,"13.2,13.2",Kayastha
KAY_9,"18.0,16.1",NA,NA,NA,NA,NA,"12.2,13.0",Kayastha
KAY_10,"16.1,18.0",NA,NA,NA,NA,NA,"11.2,11.2",Kayastha
KHA_1,"13.0,16.1",NA,NA,NA,NA,NA,NA,Khandait
KHA_2,"15.0,15.0",NA,NA,NA,NA,NA,NA,Khandait
KHA_3,"14.0,14.0",NA,NA,NA,NA,NA,NA,Khandait
KHA_4,"16.1,16.1",NA,NA,NA,NA,NA,NA,Khandait
KHA_5,"13.0,16.0",NA,NA,NA,NA,NA,NA,Khandait
KHA_6,"16.1,16.1",NA,NA,NA,NA,NA,NA,Khandait
KHA_7,"13.0,14.0",NA,NA,NA,NA,NA,NA,Khandait
KHA_8,"15.0,14.0",NA,NA,NA,NA,NA,NA,Khandait
KHA_9,"16.2,15.0",NA,NA,NA,NA,NA,NA,Khandait
KHA_10,"14.0,16.2",NA,NA,NA,NA,NA,NA,Khandait
KHA_1,"16.2,13.0",NA,NA,NA,NA,NA,"12.2,14.0",Khatris
KHA_2,"17.0,15.0",NA,NA,NA,NA,NA,"12.2,13.2",Khatris
KHA_3,"16.2,16.2",NA,NA,NA,NA,NA,"12.2,12.2",Khatris
KHA_4,"18.2,17.2",NA,NA,NA,NA,NA,"14.0,12.2",Khatris
KHA_5,"16.0,18.2",NA,NA,NA,NA,NA,"11.2,12.0",Khatris
KHA_6,"14.0,15.0",NA,NA,NA,NA,NA,"11.2,12.2",Khatris
KHA_7,"18.2,18.2",NA,NA,NA,NA,NA,"13.0,13.0",Khatris
KHA_8,"17.2,16.0",NA,NA,NA,NA,NA,"12.0,12.0",Khatris
KHA_9,"17.0,17.2",NA,NA,NA,NA,NA,"13.2,14.0",Khatris
KHA_10,"16.0,18.2",NA,NA,NA,NA,NA,"14.0,12.0",Khatris
KSH_1,"18.2,10.0",NA,NA,NA,NA,NA,"11.0,12.0",Kshatriya
KSH_2,"14.0,15.0",NA,NA,NA,NA,NA,"11.2,13.2",Kshatriya
KSH_3,"16.1,10.0",NA,NA,NA,NA,NA,"10.2,15.0",Kshatriya
KSH_4,"13.0,13.0",NA,NA,NA,NA,NA,"13.0,11.0",Kshatriya
KSH_5,"14.0,18.0",NA,NA,NA,NA,NA,"12.2,12.0",Kshatriya
KSH_6,"19.2,18.0",NA,NA,NA,NA,NA,"12.0,10.2",Kshatriya
KSH_7,"18.2,16.1",NA,NA,NA,NA,NA,"11.0,10.2",Kshatriya
KSH_8,"16.1,16.0",NA,NA,NA,NA,NA,"11.0,11.2",Kshatriya
KSH_9,"17.0,16.1",NA,NA,NA,NA,NA,"11.2,10.0",Kshatriya
KSH_10,"15.0,18.0",NA,NA,NA,NA,NA,"10.2,12.0",Kshatriya
KUR_1,"15.0,15.0",NA,NA,NA,NA,NA,"13.2,12.0",Kurmis
KUR_2,"15.0,17.0",NA,NA,NA,NA,NA,"13.2,13.2",Kurmis
KUR_3,"10.0,14.3",NA,NA,NA,NA,NA,"12.0,11.2",Kurmis
KUR_4,"17.0,17.2",NA,NA,NA,NA,NA,"12.0,11.2",Kurmis
KUR_5,"19.0,17.0",NA,NA,NA,NA,NA,"12.0,12.0",Kurmis
KUR_6,"18.2,14.3",NA,NA,NA,NA,NA,"12.2,12.0",Kurmis
KUR_7,"17.0,18.0",NA,NA,NA,NA,NA,"12.2,10.2",Kurmis
KUR_8,"18.2,18.0",NA,NA,NA,NA,NA,"11.2,11.2",Kurmis
KUR_9,"13.0,18.0",NA,NA,NA,NA,NA,"12.0,12.0",Kurmis
KUR_10,"16.1,13.0",NA,NA,NA,NA,NA,"13.2,11.0",Kurmis
LIN_1,"16.0,15.0",NA,NA,NA,NA,NA,"13.2,12.0",Lingayat
LIN_2,"18.2,15.0",NA,NA,NA,NA,NA,"11.2,12.2",Lingayat
LIN_3,"14.0,14.0",NA,NA,NA,NA,NA,"12.0,12.0",Lingayat
LIN_4,"16.0,14.0",NA,NA,NA,NA,NA,"10.0,12.2",Lingayat
LIN_5,"17.0,17.0",NA,NA,NA,NA,NA,"11.2,12.0",Lingayat
LIN_6,"15.0,10.0",NA,NA,NA,NA,NA,"12.0,11.0",Lingayat
LIN_7,"16.2,18.2",NA,NA,NA,NA,NA,"14.2,10.2",Lingayat
LIN_8,"18.2,16.2",NA,NA,NA,NA,NA,"12.0,11.2",Lingayat
LIN_9,"18.0,17.0",NA,NA,NA,NA,NA,"12.2,12.0",Lingayat
LIN_10,"14.0,17.0",NA,NA,NA,NA,NA,"12.0,12.0",Lingayat
MAD_1,"14.0,14.0",NA,NA,NA,NA,NA,"13.0,11.0",Madiga
MAD_2,"17.2,14.0",NA,NA,NA,NA,NA,"12.2,12.2",Madiga
MAD_3,"17.2,16.2",NA,NA,NA,NA,NA,"10.0,13.2",Madiga
MAD_4,"18.0,19.0",NA,NA,NA,NA,NA,"13.0,13.0",Madiga
MAD_5,"16.0,16.1",NA,NA,NA,NA,NA,"12.2,13.2",Madiga
MAD_6,"16.2,14.0",NA,NA,NA,NA,NA,"12.0,12.0",Madiga
MAD_7,"18.0,16.2",NA,NA,NA,NA,NA,"12.0,11.0",Madiga
MAD_8,"17.2,16.0",NA,NA,NA,NA,NA,"13.0,12.2",Madiga
MAD_9,"14.0,18.0",NA,NA,NA,NA,NA,"12.0,12.2",Madiga
MAD_10,"16.2,16.2",NA,NA,NA,NA,NA,"14.2,13.0",Madiga
MAH_1,"16.2,14.0",NA,NA,NA,NA,NA,"12.2,11.2",Mahishya
MAH_2,"18.0,16.2",NA,NA,NA,NA,NA,"15.2,12.2",Mahishya
MAH_3,"14.0,16.1",NA,NA,NA,NA,NA,"13.0,15.0",Mahishya
MAH_4,"14.3,16.1",NA,NA,NA,NA,NA,"10.0,11.0",Mahishya
MAH_5,"17.2,13.0",NA,NA,NA,NA,NA,"10.0,11.0",Mahishya
MAH_6,"17.2,16.2",NA,NA,NA,NA,NA,"14.2,12.2",Mahishya
MAH_7,"19.0,18.2",NA,NA,NA,NA,NA,"11.2,12.2",Mahishya
MAH_8,"16.2,16.0",NA,NA,NA,NA,NA,"12.0,12.2",Mahishya
MAH_9,"19.0,19.0",NA,NA,NA,NA,NA,"11.2,12.2",Mahishya
MAH_10,"18.2,16.2",NA,NA,NA,NA,NA,"13.0,12.0",Mahishya
MAL_1,"16.1,16.1",NA,NA,NA,NA,NA,"12.0,10.2",Mala
MAL_2,"21.0,18.0",NA,NA,NA,NA,NA,"14.0,10.0",Mala
MAL_3,"19.0,19.0",NA,NA,NA,NA,NA,"13.0,12.0",Mala
MAL_4,"16.1,21.0",NA,NA,NA,NA,NA,"14.0,12.0",Mala
MAL_5,"20.0,16.1",NA,NA,NA,NA,NA,"12.0,13.2",Mala
MAL_6,"14.0,19.0",NA,NA,NA,NA,NA,"12.0,11.0",Mala
MAL_7,"17.0,16.1",NA,NA,NA,NA,NA,"16.2,14.2",Mala
MAL_8,"18.0,19.0",NA,NA,NA,NA,NA,"13.0,12.0",Mala
MAL_9,"18.0,18.0",NA,NA,NA,NA,NA,"13.2,12.0",Mala
MAL_10,"20.0,20.4",NA,NA,NA,NA,NA,"13.2,13.0",Mala
MAN_1,"16.0,17.0",NA,NA,NA,NA,NA,"15.2,13.0",Mangali
MAN_2,"15.0,16.1",NA,NA,NA,NA,NA,"11.0,13.2",Mangali
MAN_3,"14.3,17.0",NA,NA,NA,NA,NA,"15.0,11.2",Mangali
MAN_4,"17.0,14.3",NA,NA,NA,NA,NA,"13.2,15.0",Mangali
MAN_5,"18.0,17.0",NA,NA,NA,NA,NA,"14.2,11.0",Mangali
MAN_6,"10.0,10.0",NA,NA,NA,NA,NA,"14.0,12.2",Mangali
MAN_7,"16.2,17.0",NA,NA,NA,NA,NA,"15.0,11.0",Mangali
MAN_8,"17.2,17.2",NA,NA,NA,NA,NA,"14.0,11.0",Mangali
